EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Smith vs. Spann,Rongzhu vs. Brandon Jenkins,Total,Rongzhu,10,86 of 13441 of 105,64%39%,134 of 19867 of 138,6 of 80 of 0,75%---,00,01,9:270:04,,,,,,
UFC Fight Night: Smith vs. Spann,Rongzhu vs. Brandon Jenkins,Total,Rongzhu,10,35 of 5122 of 56,68%39%,38 of 5523 of 58,1 of 10 of 0,100%---,00,00,2:010:00,,,,,,
UFC Fight Night: Smith vs. Spann,Rongzhu vs. Brandon Jenkins,Total,Rongzhu,00,30 of 4610 of 22,65%45%,57 of 7427 of 43,3 of 50 of 0,60%---,00,01,4:000:04,,,,,,
UFC Fight Night: Smith vs. Spann,Rongzhu vs. Brandon Jenkins,Total,Rongzhu,00,21 of 379 of 27,56%33%,39 of 6917 of 37,2 of 20 of 0,100%---,00,00,3:260:00,,,,,,
UFC Fight Night: Smith vs. Spann,Rongzhu vs. Brandon Jenkins,Total,Rongzhu,,,,,,,,,,35 of 5122 of 56,68%39%,24 of 405 of 32,4 of 43 of 8,7 of 714 of 16,18 of 3120 of 54
UFC Fight Night: Smith vs. Spann,Rongzhu vs. Brandon Jenkins,Total,Rongzhu,,,,,,,,,,30 of 4610 of 22,65%45%,28 of 447 of 18,2 of 23 of 4,0 of 00 of 0,18 of 287 of 17
UFC Fight Night: Smith vs. Spann,Rongzhu vs. Brandon Jenkins,Total,Rongzhu,,,,,,,,,,21 of 379 of 27,56%33%,19 of 345 of 19,2 of 31 of 4,0 of 03 of 4,7 of 159 of 27
UFC Fight Night: Smith vs. Spann,Montel Jackson vs. JP Buys,Total,Montel Jackson,40,25 of 438 of 24,58%33%,91 of 11739 of 60,4 of 51 of 7,80%14%,13,00,10:031:20,,,,,,
UFC Fight Night: Smith vs. Spann,Montel Jackson vs. JP Buys,Total,Montel Jackson,00,8 of 123 of 8,66%37%,27 of 349 of 15,2 of 21 of 4,100%25%,12,00,2:361:20,,,,,,
UFC Fight Night: Smith vs. Spann,Montel Jackson vs. JP Buys,Total,Montel Jackson,20,7 of 122 of 6,58%33%,21 of 3014 of 20,2 of 30 of 1,66%0%,01,00,4:070:00,,,,,,
UFC Fight Night: Smith vs. Spann,Montel Jackson vs. JP Buys,Total,Montel Jackson,20,10 of 193 of 10,52%30%,43 of 5316 of 25,0 of 00 of 2,---0%,00,00,3:200:00,,,,,,
UFC Fight Night: Smith vs. Spann,Montel Jackson vs. JP Buys,Total,Montel Jackson,,,,,,,,,,8 of 123 of 8,66%37%,4 of 81 of 4,4 of 41 of 3,0 of 01 of 1,1 of 21 of 6
UFC Fight Night: Smith vs. Spann,Montel Jackson vs. JP Buys,Total,Montel Jackson,,,,,,,,,,7 of 122 of 6,58%33%,5 of 101 of 2,2 of 21 of 4,0 of 00 of 0,5 of 62 of 6
UFC Fight Night: Smith vs. Spann,Montel Jackson vs. JP Buys,Total,Montel Jackson,,,,,,,,,,10 of 193 of 10,52%30%,9 of 181 of 4,1 of 12 of 6,0 of 00 of 0,5 of 93 of 10
UFC Fight Night: Smith vs. Spann,Erin Blanchfield vs. Sarah Alpar,Total,Erin Blanchfield,00,120 of 21041 of 113,57%36%,198 of 31845 of 120,3 of 30 of 1,100%0%,00,00,9:430:00,,,,,,
UFC Fight Night: Smith vs. Spann,Erin Blanchfield vs. Sarah Alpar,Total,Erin Blanchfield,00,41 of 7813 of 46,52%28%,73 of 12017 of 52,1 of 10 of 1,100%0%,00,00,2:550:00,,,,,,
UFC Fight Night: Smith vs. Spann,Erin Blanchfield vs. Sarah Alpar,Total,Erin Blanchfield,00,41 of 6910 of 26,59%38%,63 of 10010 of 27,1 of 10 of 0,100%---,00,00,3:370:00,,,,,,
UFC Fight Night: Smith vs. Spann,Erin Blanchfield vs. Sarah Alpar,Total,Erin Blanchfield,00,38 of 6318 of 41,60%43%,62 of 9818 of 41,1 of 10 of 0,100%---,00,00,3:110:00,,,,,,
UFC Fight Night: Smith vs. Spann,Erin Blanchfield vs. Sarah Alpar,Total,Erin Blanchfield,,,,,,,,,,41 of 7813 of 46,52%28%,29 of 6510 of 40,6 of 71 of 4,6 of 62 of 2,19 of 4912 of 43
UFC Fight Night: Smith vs. Spann,Erin Blanchfield vs. Sarah Alpar,Total,Erin Blanchfield,,,,,,,,,,41 of 6910 of 26,59%38%,36 of 634 of 20,4 of 52 of 2,1 of 14 of 4,18 of 3910 of 26
UFC Fight Night: Smith vs. Spann,Erin Blanchfield vs. Sarah Alpar,Total,Erin Blanchfield,,,,,,,,,,38 of 6318 of 41,60%43%,29 of 548 of 27,5 of 55 of 7,4 of 45 of 7,16 of 3318 of 41
UFC Fight Night: Smith vs. Spann,Carlston Harris vs. Impa Kasanganay,Total,Impa Kasanganay,01,6 of 2124 of 46,28%52%,6 of 2124 of 48,0 of 00 of 1,---0%,00,00,0:000:21,,,,,,
UFC Fight Night: Smith vs. Spann,Carlston Harris vs. Impa Kasanganay,Total,Impa Kasanganay,01,6 of 2124 of 46,28%52%,6 of 2124 of 48,0 of 00 of 1,---0%,00,00,0:000:21,,,,,,
UFC Fight Night: Smith vs. Spann,Carlston Harris vs. Impa Kasanganay,Total,Impa Kasanganay,,,,,,,,,,6 of 2124 of 46,28%52%,5 of 2016 of 37,1 of 16 of 7,0 of 02 of 2,6 of 2114 of 35
UFC Fight Night: Smith vs. Spann,Hannah Goldy vs. Emily Whitmire,Total,Emily Whitmire,00,5 of 1310 of 22,38%45%,15 of 2624 of 46,2 of 20 of 0,100%---,01,00,3:040:24,,,,,,
UFC Fight Night: Smith vs. Spann,Hannah Goldy vs. Emily Whitmire,Total,Emily Whitmire,00,5 of 1310 of 22,38%45%,15 of 2624 of 46,2 of 20 of 0,100%---,01,00,3:040:24,,,,,,
UFC Fight Night: Smith vs. Spann,Hannah Goldy vs. Emily Whitmire,Total,Emily Whitmire,,,,,,,,,,5 of 1310 of 22,38%45%,3 of 101 of 12,1 of 22 of 2,1 of 17 of 8,5 of 129 of 20
UFC Fight Night: Brunson vs. Till,Derek Brunson vs. Darren Till,Total,Derek Brunson,00,41 of 8426 of 50,48%52%,101 of 14528 of 53,3 of 60 of 0,50%---,10,00,7:230:04,,,,,,
UFC Fight Night: Brunson vs. Till,Derek Brunson vs. Darren Till,Total,Derek Brunson,00,26 of 517 of 16,50%43%,51 of 768 of 17,1 of 10 of 0,100%---,00,00,2:570:00,,,,,,
UFC Fight Night: Brunson vs. Till,Derek Brunson vs. Darren Till,Total,Derek Brunson,00,6 of 135 of 10,46%50%,37 of 455 of 10,1 of 30 of 0,33%---,00,00,3:560:04,,,,,,
UFC Fight Night: Brunson vs. Till,Derek Brunson vs. Darren Till,Total,Derek Brunson,00,9 of 2014 of 24,45%58%,13 of 2415 of 26,1 of 20 of 0,50%---,10,00,0:300:00,,,,,,
UFC Fight Night: Brunson vs. Till,Derek Brunson vs. Darren Till,Total,Derek Brunson,,,,,,,,,,26 of 517 of 16,50%43%,26 of 486 of 15,0 of 01 of 1,0 of 30 of 0,3 of 166 of 15
UFC Fight Night: Brunson vs. Till,Derek Brunson vs. Darren Till,Total,Derek Brunson,,,,,,,,,,6 of 135 of 10,46%50%,6 of 132 of 7,0 of 03 of 3,0 of 00 of 0,2 of 62 of 7
UFC Fight Night: Brunson vs. Till,Derek Brunson vs. Darren Till,Total,Derek Brunson,,,,,,,,,,9 of 2014 of 24,45%58%,5 of 156 of 16,2 of 24 of 4,2 of 34 of 4,4 of 1411 of 20
UFC Fight Night: Brunson vs. Till,Tom Aspinall vs. Serghei Spivac,Total,Tom Aspinall,10,16 of 260 of 11,61%0%,16 of 260 of 11,0 of 00 of 2,---0%,00,00,0:030:00,,,,,,
UFC Fight Night: Brunson vs. Till,Tom Aspinall vs. Serghei Spivac,Total,Tom Aspinall,10,16 of 260 of 11,61%0%,16 of 260 of 11,0 of 00 of 2,---0%,00,00,0:030:00,,,,,,
UFC Fight Night: Brunson vs. Till,Tom Aspinall vs. Serghei Spivac,Total,Tom Aspinall,,,,,,,,,,16 of 260 of 11,61%0%,12 of 220 of 11,4 of 40 of 0,0 of 00 of 0,7 of 130 of 11
UFC Fight Night: Brunson vs. Till,Alex Morono vs. David Zawada,Total,Alex Morono,00,90 of 21386 of 205,42%41%,96 of 21991 of 210,0 of 01 of 2,---50%,00,00,1:060:39,,,,,,
UFC Fight Night: Brunson vs. Till,Alex Morono vs. David Zawada,Total,Alex Morono,00,37 of 8433 of 83,44%39%,39 of 8634 of 84,0 of 00 of 0,------,00,00,0:050:00,,,,,,
UFC Fight Night: Brunson vs. Till,Alex Morono vs. David Zawada,Total,Alex Morono,00,29 of 7631 of 74,38%41%,29 of 7631 of 74,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Brunson vs. Till,Alex Morono vs. David Zawada,Total,Alex Morono,00,24 of 5322 of 48,45%45%,28 of 5726 of 52,0 of 01 of 2,---50%,00,00,1:010:39,,,,,,
UFC Fight Night: Brunson vs. Till,Alex Morono vs. David Zawada,Total,Alex Morono,,,,,,,,,,37 of 8433 of 83,44%39%,32 of 7919 of 66,4 of 413 of 15,1 of 11 of 2,33 of 7727 of 73
UFC Fight Night: Brunson vs. Till,Alex Morono vs. David Zawada,Total,Alex Morono,,,,,,,,,,29 of 7631 of 74,38%41%,26 of 7111 of 51,3 of 516 of 19,0 of 04 of 4,29 of 7630 of 69
UFC Fight Night: Brunson vs. Till,Alex Morono vs. David Zawada,Total,Alex Morono,,,,,,,,,,24 of 5322 of 48,45%45%,23 of 509 of 33,1 of 312 of 14,0 of 01 of 1,22 of 5120 of 45
UFC Fight Night: Brunson vs. Till,Khalil Rountree Jr. vs. Modestas Bukauskas,Total,Modestas Bukauskas,01,23 of 4938 of 92,46%41%,23 of 4938 of 92,0 of 00 of 0,------,00,00,0:000:02,,,,,,
UFC Fight Night: Brunson vs. Till,Khalil Rountree Jr. vs. Modestas Bukauskas,Total,Modestas Bukauskas,00,18 of 3628 of 65,50%43%,18 of 3628 of 65,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Brunson vs. Till,Khalil Rountree Jr. vs. Modestas Bukauskas,Total,Modestas Bukauskas,01,5 of 1310 of 27,38%37%,5 of 1310 of 27,0 of 00 of 0,------,00,00,0:000:02,,,,,,
UFC Fight Night: Brunson vs. Till,Khalil Rountree Jr. vs. Modestas Bukauskas,Total,Modestas Bukauskas,,,,,,,,,,18 of 3628 of 65,50%43%,13 of 3115 of 52,3 of 36 of 6,2 of 27 of 7,17 of 3528 of 65
UFC Fight Night: Brunson vs. Till,Khalil Rountree Jr. vs. Modestas Bukauskas,Total,Modestas Bukauskas,,,,,,,,,,5 of 1310 of 27,38%37%,5 of 133 of 19,0 of 01 of 2,0 of 06 of 6,5 of 1310 of 27
UFC Fight Night: Brunson vs. Till,Paddy Pimblett vs. Luigi Vendramini,Total,Paddy Pimblett,10,47 of 8125 of 51,58%49%,47 of 8130 of 56,0 of 21 of 1,0%100%,00,00,0:100:27,,,,,,
UFC Fight Night: Brunson vs. Till,Paddy Pimblett vs. Luigi Vendramini,Total,Paddy Pimblett,10,47 of 8125 of 51,58%49%,47 of 8130 of 56,0 of 21 of 1,0%100%,00,00,0:100:27,,,,,,
UFC Fight Night: Brunson vs. Till,Paddy Pimblett vs. Luigi Vendramini,Total,Paddy Pimblett,,,,,,,,,,47 of 8125 of 51,58%49%,29 of 6214 of 40,7 of 84 of 4,11 of 117 of 7,46 of 8021 of 45
UFC Fight Night: Brunson vs. Till,Molly McCann vs. Ji Yeon Kim,Total,Molly McCann,00,127 of 272122 of 361,46%33%,130 of 275134 of 374,2 of 30 of 2,66%0%,00,00,0:472:35,,,,,,
UFC Fight Night: Brunson vs. Till,Molly McCann vs. Ji Yeon Kim,Total,Molly McCann,00,21 of 5124 of 75,41%32%,23 of 5335 of 87,1 of 20 of 2,50%0%,00,00,0:322:35,,,,,,
UFC Fight Night: Brunson vs. Till,Molly McCann vs. Ji Yeon Kim,Total,Molly McCann,00,51 of 10142 of 124,50%33%,51 of 10142 of 124,1 of 10 of 0,100%---,00,00,0:150:00,,,,,,
UFC Fight Night: Brunson vs. Till,Molly McCann vs. Ji Yeon Kim,Total,Molly McCann,00,55 of 12056 of 162,45%34%,56 of 12157 of 163,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Brunson vs. Till,Molly McCann vs. Ji Yeon Kim,Total,Molly McCann,,,,,,,,,,21 of 5124 of 75,41%32%,17 of 4515 of 63,4 of 67 of 9,0 of 02 of 3,21 of 5117 of 64
UFC Fight Night: Brunson vs. Till,Molly McCann vs. Ji Yeon Kim,Total,Molly McCann,,,,,,,,,,51 of 10142 of 124,50%33%,43 of 9327 of 106,7 of 78 of 11,1 of 17 of 7,51 of 10142 of 124
UFC Fight Night: Brunson vs. Till,Molly McCann vs. Ji Yeon Kim,Total,Molly McCann,,,,,,,,,,55 of 12056 of 162,45%34%,50 of 11145 of 147,5 of 99 of 13,0 of 02 of 2,54 of 11855 of 161
UFC Fight Night: Brunson vs. Till,Jack Shore vs. Liudvik Sholinian,Total,Jack Shore,00,92 of 15519 of 92,59%20%,104 of 16833 of 108,2 of 80 of 4,25%0%,10,00,4:281:26,,,,,,
UFC Fight Night: Brunson vs. Till,Jack Shore vs. Liudvik Sholinian,Total,Jack Shore,00,16 of 282 of 20,57%10%,24 of 3614 of 34,1 of 20 of 0,50%---,10,00,2:530:06,,,,,,
UFC Fight Night: Brunson vs. Till,Jack Shore vs. Liudvik Sholinian,Total,Jack Shore,00,33 of 577 of 33,57%21%,36 of 618 of 34,1 of 30 of 2,33%0%,00,00,0:370:47,,,,,,
UFC Fight Night: Brunson vs. Till,Jack Shore vs. Liudvik Sholinian,Total,Jack Shore,00,43 of 7010 of 39,61%25%,44 of 7111 of 40,0 of 30 of 2,0%0%,00,00,0:580:33,,,,,,
UFC Fight Night: Brunson vs. Till,Jack Shore vs. Liudvik Sholinian,Total,Jack Shore,,,,,,,,,,16 of 282 of 20,57%10%,10 of 211 of 19,1 of 11 of 1,5 of 60 of 0,11 of 211 of 19
UFC Fight Night: Brunson vs. Till,Jack Shore vs. Liudvik Sholinian,Total,Jack Shore,,,,,,,,,,33 of 577 of 33,57%21%,19 of 414 of 30,5 of 63 of 3,9 of 100 of 0,32 of 566 of 32
UFC Fight Night: Brunson vs. Till,Jack Shore vs. Liudvik Sholinian,Total,Jack Shore,,,,,,,,,,43 of 7010 of 39,61%25%,30 of 548 of 36,5 of 72 of 3,8 of 90 of 0,37 of 619 of 38
UFC Fight Night: Brunson vs. Till,Julian Erosa vs. Charles Jourdain,Total,Julian Erosa,01,103 of 21485 of 163,48%52%,106 of 217103 of 181,2 of 50 of 0,40%---,10,00,2:350:02,,,,,,
UFC Fight Night: Brunson vs. Till,Julian Erosa vs. Charles Jourdain,Total,Julian Erosa,00,31 of 6921 of 57,44%36%,32 of 7026 of 62,0 of 30 of 0,0%---,00,00,0:380:00,,,,,,
UFC Fight Night: Brunson vs. Till,Julian Erosa vs. Charles Jourdain,Total,Julian Erosa,01,55 of 11350 of 78,48%64%,56 of 11450 of 78,0 of 00 of 0,------,00,00,0:000:02,,,,,,
UFC Fight Night: Brunson vs. Till,Julian Erosa vs. Charles Jourdain,Total,Julian Erosa,00,17 of 3214 of 28,53%50%,18 of 3327 of 41,2 of 20 of 0,100%---,10,00,1:570:00,,,,,,
UFC Fight Night: Brunson vs. Till,Julian Erosa vs. Charles Jourdain,Total,Julian Erosa,,,,,,,,,,31 of 6921 of 57,44%36%,21 of 5613 of 43,9 of 125 of 11,1 of 13 of 3,24 of 6119 of 53
UFC Fight Night: Brunson vs. Till,Julian Erosa vs. Charles Jourdain,Total,Julian Erosa,,,,,,,,,,55 of 11350 of 78,48%64%,34 of 8728 of 53,15 of 2012 of 14,6 of 610 of 11,47 of 10337 of 59
UFC Fight Night: Brunson vs. Till,Julian Erosa vs. Charles Jourdain,Total,Julian Erosa,,,,,,,,,,17 of 3214 of 28,53%50%,11 of 259 of 22,5 of 64 of 5,1 of 11 of 1,9 of 238 of 17
UFC Fight Night: Brunson vs. Till,Marc-Andre Barriault vs. Dalcha Lungiambula,Total,Dalcha Lungiambula,00,85 of 217118 of 289,39%40%,87 of 219128 of 299,2 of 50 of 0,40%---,00,00,0:320:31,,,,,,
UFC Fight Night: Brunson vs. Till,Marc-Andre Barriault vs. Dalcha Lungiambula,Total,Dalcha Lungiambula,00,10 of 3315 of 55,30%27%,10 of 3317 of 57,2 of 30 of 0,66%---,00,00,0:310:06,,,,,,
UFC Fight Night: Brunson vs. Till,Marc-Andre Barriault vs. Dalcha Lungiambula,Total,Dalcha Lungiambula,00,32 of 8238 of 96,39%39%,32 of 8238 of 96,0 of 10 of 0,0%---,00,00,0:010:02,,,,,,
UFC Fight Night: Brunson vs. Till,Marc-Andre Barriault vs. Dalcha Lungiambula,Total,Dalcha Lungiambula,00,43 of 10265 of 138,42%47%,45 of 10473 of 146,0 of 10 of 0,0%---,00,00,0:000:23,,,,,,
UFC Fight Night: Brunson vs. Till,Marc-Andre Barriault vs. Dalcha Lungiambula,Total,Dalcha Lungiambula,,,,,,,,,,10 of 3315 of 55,30%27%,7 of 269 of 42,3 of 63 of 9,0 of 13 of 4,10 of 3214 of 53
UFC Fight Night: Brunson vs. Till,Marc-Andre Barriault vs. Dalcha Lungiambula,Total,Dalcha Lungiambula,,,,,,,,,,32 of 8238 of 96,39%39%,19 of 6919 of 70,9 of 913 of 19,4 of 46 of 7,24 of 7334 of 90
UFC Fight Night: Brunson vs. Till,Marc-Andre Barriault vs. Dalcha Lungiambula,Total,Dalcha Lungiambula,,,,,,,,,,43 of 10265 of 138,42%47%,34 of 9052 of 121,9 of 118 of 12,0 of 15 of 5,30 of 8045 of 107
UFC Fight Night: Barboza vs. Chikadze,Giga Chikadze vs. Edson Barboza,Total,Edson Barboza,02,33 of 9560 of 117,34%51%,33 of 9570 of 128,0 of 00 of 0,------,02,00,0:000:41,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Giga Chikadze vs. Edson Barboza,Total,Edson Barboza,00,10 of 2617 of 43,38%39%,10 of 2617 of 43,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Giga Chikadze vs. Edson Barboza,Total,Edson Barboza,00,19 of 5622 of 47,33%46%,19 of 5622 of 47,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Giga Chikadze vs. Edson Barboza,Total,Edson Barboza,02,4 of 1321 of 27,30%77%,4 of 1331 of 38,0 of 00 of 0,------,02,00,0:000:41,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Giga Chikadze vs. Edson Barboza,Total,Edson Barboza,,,,,,,,,,10 of 2617 of 43,38%39%,4 of 176 of 27,3 of 45 of 8,3 of 56 of 8,10 of 2617 of 43
UFC Fight Night: Barboza vs. Chikadze,Giga Chikadze vs. Edson Barboza,Total,Edson Barboza,,,,,,,,,,19 of 5622 of 47,33%46%,8 of 4110 of 33,6 of 106 of 8,5 of 56 of 6,19 of 5622 of 47
UFC Fight Night: Barboza vs. Chikadze,Giga Chikadze vs. Edson Barboza,Total,Edson Barboza,,,,,,,,,,4 of 1321 of 27,30%77%,3 of 1215 of 20,1 of 15 of 6,0 of 01 of 1,4 of 1317 of 23
UFC Fight Night: Barboza vs. Chikadze,Bryan Battle vs. Gilbert Urbina,Total,Bryan Battle,00,46 of 8745 of 76,52%59%,54 of 9663 of 95,1 of 12 of 6,100%33%,10,00,1:222:40,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Bryan Battle vs. Gilbert Urbina,Total,Bryan Battle,00,34 of 6238 of 59,54%64%,40 of 6956 of 78,0 of 02 of 4,---50%,00,00,0:471:59,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Bryan Battle vs. Gilbert Urbina,Total,Bryan Battle,00,12 of 257 of 17,48%41%,14 of 277 of 17,1 of 10 of 2,100%0%,10,00,0:350:41,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Bryan Battle vs. Gilbert Urbina,Total,Bryan Battle,,,,,,,,,,34 of 6238 of 59,54%64%,10 of 3528 of 47,20 of 238 of 10,4 of 42 of 2,21 of 4712 of 30
UFC Fight Night: Barboza vs. Chikadze,Bryan Battle vs. Gilbert Urbina,Total,Bryan Battle,,,,,,,,,,12 of 257 of 17,48%41%,7 of 195 of 15,3 of 41 of 1,2 of 21 of 1,9 of 213 of 9
UFC Fight Night: Barboza vs. Chikadze,Ricky Turcios vs. Brady Hiestand,Total,Ricky Turcios,10,100 of 17166 of 134,58%49%,201 of 28182 of 152,2 of 46 of 11,50%54%,00,11,2:327:40,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Ricky Turcios vs. Brady Hiestand,Total,Ricky Turcios,00,35 of 5524 of 43,63%55%,72 of 9835 of 56,1 of 12 of 4,100%50%,00,01,0:153:14,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Ricky Turcios vs. Brady Hiestand,Total,Ricky Turcios,00,15 of 3315 of 31,45%48%,42 of 6016 of 32,1 of 22 of 2,50%100%,00,10,0:452:43,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Ricky Turcios vs. Brady Hiestand,Total,Ricky Turcios,10,50 of 8327 of 60,60%45%,87 of 12331 of 64,0 of 12 of 5,0%40%,00,00,1:321:43,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Ricky Turcios vs. Brady Hiestand,Total,Ricky Turcios,,,,,,,,,,35 of 5524 of 43,63%55%,26 of 4620 of 39,6 of 63 of 3,3 of 31 of 1,25 of 4319 of 37
UFC Fight Night: Barboza vs. Chikadze,Ricky Turcios vs. Brady Hiestand,Total,Ricky Turcios,,,,,,,,,,15 of 3315 of 31,45%48%,15 of 3215 of 28,0 of 10 of 3,0 of 00 of 0,6 of 2310 of 25
UFC Fight Night: Barboza vs. Chikadze,Ricky Turcios vs. Brady Hiestand,Total,Ricky Turcios,,,,,,,,,,50 of 8327 of 60,60%45%,42 of 7224 of 57,8 of 113 of 3,0 of 00 of 0,36 of 6523 of 55
UFC Fight Night: Barboza vs. Chikadze,Daniel Rodriguez vs. Kevin Lee,Total,Kevin Lee,00,56 of 160120 of 210,35%57%,74 of 181137 of 229,3 of 70 of 0,42%---,00,01,3:340:45,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Daniel Rodriguez vs. Kevin Lee,Total,Kevin Lee,00,13 of 4416 of 40,29%40%,31 of 6521 of 45,1 of 10 of 0,100%---,00,00,1:590:00,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Daniel Rodriguez vs. Kevin Lee,Total,Kevin Lee,00,23 of 5151 of 84,45%60%,23 of 5160 of 95,1 of 20 of 0,50%---,00,01,0:330:41,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Daniel Rodriguez vs. Kevin Lee,Total,Kevin Lee,00,20 of 6553 of 86,30%61%,20 of 6556 of 89,1 of 40 of 0,25%---,00,00,1:020:04,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Daniel Rodriguez vs. Kevin Lee,Total,Kevin Lee,,,,,,,,,,13 of 4416 of 40,29%40%,7 of 368 of 31,5 of 71 of 2,1 of 17 of 7,12 of 4116 of 40
UFC Fight Night: Barboza vs. Chikadze,Daniel Rodriguez vs. Kevin Lee,Total,Kevin Lee,,,,,,,,,,23 of 5151 of 84,45%60%,20 of 4536 of 69,2 of 54 of 4,1 of 111 of 11,23 of 5145 of 77
UFC Fight Night: Barboza vs. Chikadze,Daniel Rodriguez vs. Kevin Lee,Total,Kevin Lee,,,,,,,,,,20 of 6553 of 86,30%61%,12 of 5343 of 75,5 of 92 of 2,3 of 38 of 9,20 of 6552 of 85
UFC Fight Night: Barboza vs. Chikadze,Andre Petroski vs. Micheal Gillmore,Total,Andre Petroski,00,46 of 8031 of 52,57%59%,91 of 13138 of 59,4 of 90 of 0,44%---,10,00,7:380:03,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Andre Petroski vs. Micheal Gillmore,Total,Andre Petroski,00,10 of 225 of 7,45%71%,24 of 379 of 11,2 of 40 of 0,50%---,10,00,3:540:00,,,,,,
UFC Fight Night: Barboza vs. Chikadze,Andre Petroski vs. Micheal Gillmore,Total,Andre Petroski,00,19 of 3725 of 44,51%56%,20 of 3828 of 47,1 of 30 of 0,33%---,00,00,0:510:03,,,,,,
